id	name	round	winner	winnerScore	second	secondScore	third	thirdScore	fourth	fourthScore	parsed	actionsParsed	players	player1	player2	player3	player4	winnerPosition	edition
7459487	Liga AoJ E07 D01 J03	19	Pedro Sequeira	211	Mário Sousa	208	Ricardo Biscaia	178		0	1	1	3	Pedro Sequeira	Mário Sousa	Ricardo Biscaia	Journal	1	new
7459486	Liga AoJ E07 D01 J02	17	Pedro Sequeira	123	Ricardo Biscaia	121	Leal Joao	108		0	1	1	3	Ricardo Biscaia	Leal Joao	Pedro Sequeira	Journal	3	new
7459485	Liga AoJ E07 D01 J01	18	Leal Joao	247	Mário Sousa	188	Pedro Sequeira	165		0	1	1	3	Mário Sousa	Pedro Sequeira	Leal Joao	Journal	3	new
7457191	Taça da Liga AoJ	19	nogud nogud	218	Eduardo Cruz	173	Ricardo Biscaia	164		0	1	1	3	Ricardo Biscaia	nogud nogud	Eduardo Cruz	Journal	2	new
7457006	Liga Aoj E06 D03 J07	18	Gonçalo Moura	244	Ariana Pintor	152	Cristovão Neto	121		0	1	1	3	Cristovão Neto	Ariana Pintor	Gonçalo Moura	Journal	3	new
7457005	Liga Aoj E06 D03 J05	18	Gonçalo Moura	182	Sergio Ribeiro 	179	Eduardo Cruz	157		0	1	1	3	Gonçalo Moura	Sergio Ribeiro 	Eduardo Cruz	Journal	1	new
7457004	Liga AoJ E06 D03 J03	20	Gonçalo Moura	141	Luis Baixinho	98	Márcio Ferreira	91		0	1	1	3	Márcio Ferreira	Gonçalo Moura	Luis Baixinho	Journal	2	new
7456998	Liga AoJ E06 D03A J06	19	Sergio Ribeiro 	211	Márcio Ferreira	166	Cristovão Neto	111		0	1	1	3	Sergio Ribeiro 	Cristovão Neto	Márcio Ferreira	Journal	1	new
7456997	Liga AoJ E06 D03A J04	20	Eduardo Cruz	263	Ariana Pintor	168	Márcio Ferreira	71		0	1	1	3	Eduardo Cruz	Márcio Ferreira	Ariana Pintor	Journal	1	new
7456996	Liga AoJ E06 D03A J02	18	Sergio Ribeiro 	295	Luis Baixinho	232	Ariana Pintor	179		0	1	1	3	Ariana Pintor	Luis Baixinho	Sergio Ribeiro 	Journal	3	new
7456995	Liga AoJ E06 D03A J01	19	Eduardo Cruz	191	Luis Baixinho	180	Cristovão Neto	95		0	1	1	3	Luis Baixinho	Eduardo Cruz	Cristovão Neto	Journal	2	new
7456994	Liga AoJ E06 D02B J04	18	Marcos Pires	134	nogud nogud	121	Jorge PPD	101		0	1	1	3	Marcos Pires	nogud nogud	Jorge PPD	Journal	1	new
7456993	Liga AoJ E06 D02B J03	18	nogud nogud	209	Jorge PPD	204	Leal Joao	155		0	1	1	3	nogud nogud	Jorge PPD	Leal Joao	Journal	1	new
7456992	Liga AoJ E06 D02B J02	19	Leal Joao	199	Jorge PPD	177	Marcos Pires	138		0	1	1	3	Jorge PPD	Leal Joao	Marcos Pires	Journal	2	new
7456991	Liga AoJ E06 D02B J01	18	Leal Joao	137	Marcos Pires	112	nogud nogud	104		0	1	1	3	Leal Joao	Marcos Pires	nogud nogud	Journal	1	new
7456990	Liga AoJ E06 D02A J04	18	Diogo  Durão	164	Carlos Santos	132	Mário Sousa	122		0	1	1	3	Carlos Santos	Diogo  Durão	Mário Sousa	Journal	2	new
7456989	Liga AoJ E06 D02A J03	18	Mário Sousa	222	Diogo  Durão	205	Joao Pontes	193		0	1	1	3	Diogo  Durão	Mário Sousa	Joao Pontes	Journal	2	new
7456988	Liga AoJ E06 D02A J02	18	Mário Sousa	218	Joao Pontes	216	Carlos Santos	199		0	1	1	3	Mário Sousa	Joao Pontes	Carlos Santos	Journal	1	new
7456987	Liga AoJ E06 D02A J01	19	Joao Pontes	215	Diogo  Durão	172	Carlos Santos	122		0	1	1	3	Joao Pontes	Carlos Santos	Diogo  Durão	Journal	1	new
7456986	Liga AoJ E06 D01 J04	17	Pedro Sequeira	130	Vítor Pires	96	Ricardo Biscaia	88		0	1	1	3	Vítor Pires	Pedro Sequeira	Ricardo Biscaia	Journal	2	new
7456985	Liga AoJ E06 D01 J03	18	Pedro Sequeira	207	Ricardo Biscaia	171	Vítor Baixinho	167		0	1	1	3	Pedro Sequeira	Ricardo Biscaia	Vítor Baixinho	Journal	1	new
7456984	Liga AoJ E06 D01 J02	18	Ricardo Biscaia	143	Vítor Baixinho	100	Vítor Pires	41		0	1	1	3	Ricardo Biscaia	Vítor Baixinho	Vítor Pires	Journal	1	new
7456983	Liga AoJ E06 D01 J01	19	Vítor Pires	219	Pedro Sequeira	202	Vítor Baixinho	177		0	1	1	3	Vítor Baixinho	Vítor Pires	Pedro Sequeira	Journal	2	new
7454526	Liga AoJ E05 D02B J03	17	Vítor Pires	195	Joao Pontes	176	David Rodrigues 	0		0	1	1	3	Joao Pontes	Vítor Pires	NULL	Journal	2	new
7454524	Liga AoJ E05 D02B J01	18	Joao Pontes	124	Leal Joao	116	David Rodrigues 	0		0	1	1	3	NULL	Leal Joao	Joao Pontes	Journal	3	new
7465982	Liga AoJ E09 D02 J07	18	Leal Joao	159	Gonçalo Moura	129	Luis Baixinho	50		0	1	1	3	Luis Baixinho	Leal Joao	Gonçalo Moura	Journal	2	new
7465978	Liga AoJ E09 D02 J03	18	nogud nogud	307	Leal Joao	230	Andre Sousa	160		0	1	1	3	Leal Joao	Andre Sousa	nogud nogud	Journal	3	new
7465975	Liga AoJ E09 D01 J05	18	Vítor Pires	192	Pedro Sequeira	180	Ricardo Biscaia	136		0	1	1	3	Vítor Pires	Pedro Sequeira	Ricardo Biscaia	Journal	1	new
7465973	Liga AoJ E09 D01 J03	18	Ricardo Biscaia	124	Vítor Baixinho	90	Pedro Sequeira	55		0	1	1	3	Pedro Sequeira	Ricardo Biscaia	Vítor Baixinho	Journal	2	new
7465972	Liga AoJ E09 D01 J02	18	Pedro Sequeira	212	Mário Sousa	181	Vítor Baixinho	172		0	1	1	3	Mário Sousa	Vítor Baixinho	Pedro Sequeira	Journal	3	new
7465971	Liga AoJ E09 D01 J01	18	Mário Sousa	243	Vítor Pires	199	Vítor Baixinho	169		0	1	1	3	Vítor Baixinho	Mário Sousa	Vítor Pires	Journal	2	new
7464383	Liga AoJ E08 D02 J01	19	Eduardo Cruz	152	Leal Joao	107	Cristovão Neto	69		0	1	1	3	Eduardo Cruz	Leal Joao	Cristovão Neto	Journal	1	new
7465976	Liga AoJ E09 D02 J01	19	Cristovão Neto	156	Eduardo Cruz	156	Andre Sousa	130		0	1	1	3	Andre Sousa	Cristovão Neto	Eduardo Cruz	Journal	2	new
7465980	Liga AoJ E09 D02 J05	19	Carlos Santos	176	Gonçalo Moura	151	Cristovão Neto	104		0	1	1	3	Cristovão Neto	Gonçalo Moura	Carlos Santos	Journal	3	new
7465974	Liga AoJ E09 D01 J04	18	Ricardo Biscaia	214	Vítor Pires	190	Mário Sousa	120		0	1	1	3	Ricardo Biscaia	Vítor Pires	Mário Sousa	Journal	1	new
7465979	Liga AoJ E09 D02 J04	19	nogud nogud	250	Luis Baixinho	174	Cristovão Neto	163		0	1	1	3	nogud nogud	Luis Baixinho	Cristovão Neto	Journal	1	new
7465981	Liga AoJ E09 D02 J06	19	Gonçalo Moura	145	Diogo  Durão	133	Andre Sousa	123		0	1	1	3	Gonçalo Moura	Diogo  Durão	Andre Sousa	Journal	1	new
7465983	Liga AoJ E09 D02 J08	19	Leal Joao	190	Eduardo Cruz	187	Carlos Santos	108		0	1	1	3	Eduardo Cruz	Carlos Santos	Leal Joao	Journal	3	new
7465977	Liga AoJ E09 D02 J02	18	Diogo  Durão	184	nogud nogud	141	Carlos Santos	104		0	1	1	3	Carlos Santos	nogud nogud	Diogo  Durão	Journal	3	new
7465984	Liga AoJ E09 D02 J09	19	Diogo  Durão	165	Eduardo Cruz	139	Luis Baixinho	128		0	1	1	3	Diogo  Durão	Eduardo Cruz	Luis Baixinho	Journal	1	new
7467377	Liga AoJ E09 D02 J15	19	Eduardo Cruz	191	Luis Baixinho	110	Andre Sousa	104		0	1	1	3	Luis Baixinho	Andre Sousa	Eduardo Cruz	Journal	3	new
7467372	Liga AoJ E09 D02 J10	17	Eduardo Cruz	173	Gonçalo Moura	161	nogud nogud	145		0	1	1	3	nogud nogud	Eduardo Cruz	Gonçalo Moura	Journal	2	new
7467379	Liga AoJ E09 D02 J17	18	Gonçalo Moura	172	Eduardo Cruz	100	Leal Joao	89		0	1	1	3	Eduardo Cruz	Gonçalo Moura	Leal Joao	Journal	2	new
7467384	Liga AoJ E09 D01 J09	18	Vítor Baixinho	109	Pedro Sequeira	98	Vítor Pires	98		0	1	1	3	Vítor Pires	Vítor Baixinho	Pedro Sequeira	Journal	2	new
