id	name	round	winner	winnerScore	second	secondScore	third	thirdScore	fourth	fourthScore	parsed	actionsParsed	players	player1	player2	player3	player4	winnerPosition	edition
124636	BGO Forum League Game - Std 2P S7 D6 G33	21	Alexey Riabokon	117	Leal Joao	116		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
124625	BGO Forum League Game - Std 2P S7 D6 G22	20	René Goedhart	122	Leal Joao	110		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
124624	BGO Forum League Game - Std 2P S7 D6 G21	20	Jacob Coughlan	87	Leal Joao	79		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
119130	BGO Forum League Game - Std 2P S7 D6 G14	21	Leal Joao	188	Jacob Coughlan	120		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
119129	BGO Forum League Game - Std 2P S7 D6 G13	20	Leal Joao	112	Nick Palmer	83		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
119126	BGO Forum League Game - Std 2P S7 D6 G10	19	Leal Joao	79	Alexey Riabokon	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
119125	BGO Forum League Game - Std 2P S7 D6 G9	20	Francois Foucart	135	Leal Joao	107		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
119117	BGO Forum League Game - Std 2P S7 D6 G1	15	Leal Joao	35	matias holte	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
118546	8/2 Slow. slow Game	19	Leal Joao	183	Kiri Naiman	150	Joe Lux	139	Marc Dave	119	0	0	4	NULL	NULL	NULL	NULL	NULL	old
118202	Leal Joao's Game	21	Leal Joao	232	Leal Joao	199		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
118201	Ass spanking	20	Sean McAfee	92	Leal Joao	66		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
118199	Leal Joao's Game	20	Vítor Pires	164	Leal Joao	156		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
118198	Leal Joao's Game	20	Vítor Pires	161	Leal Joao	132		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
118196	Global	18	Rodrigo Nascimento	63	Krycha Krycha	62	Leal Joao	45		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
108222	BGO Forum League Game - Std 2P S6 D5 G26	20	Leal Joao	124	W M	60		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
108216	BGO Forum League Game - Std 2P S6 D5 G20	20	Will Skippen	122	Leal Joao	52		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
108215	BGO Forum League Game - Std 2P S6 D5 G19	18	Rob Flowers	70	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
105014	BGO Forum League Game - Std 2P S6 D5 G15	20	Vítor Pires	185	Leal Joao	130		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
105011	BGO Forum League Game - Std 2P S6 D5 G12	20	Rob Flowers	147	Leal Joao	114		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
105010	BGO Forum League Game - Std 2P S6 D5 G11	20	Leal Joao	109	Will Skippen	88		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
105005	BGO Forum League Game - Std 2P S6 D5 G6	20	Metzger Balazs	59	Leal Joao	46		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
105004	BGO Forum League Game - Std 2P S6 D5 G5	20	Leal Joao	105	W M	101		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
97962	Mano-a-mano 25	19	Vítor Pires	72	Leal Joao	67		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
96560	BGO Forum League Game - Std 2P S5 D2 G27	17	Petri Savola	35	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
96559	BGO Forum League Game - Std 2P S5 D2 G26	18	Royal Ape	43	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
96556	BGO Forum League Game - Std 2P S5 D2 G23	20	Joel Lytle	100	Leal Joao	35		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
96555	BGO Forum League Game - Std 2P S5 D2 G22	19	Riku Koskinen	102	Leal Joao	83		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
96551	BGO Forum League Game - Std 2P S5 D2 G18	20	Leal Joao	127	Daniel Schloesser	95		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
92853	BGO Forum League Game - Std 2P S5 D2 G13	20	Leal Joao	120	Daniel Schloesser	116		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
92849	BGO Forum League Game - Std 2P S5 D2 G9	16	Leal Joao	46	Riku Koskinen	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
92848	BGO Forum League Game - Std 2P S5 D2 G8	18	Joel Lytle	86	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
92845	BGO Forum League Game - Std 2P S5 D2 G5	21	Royal Ape	134	Leal Joao	104		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
92844	BGO Forum League Game - Std 2P S5 D2 G4	17	Petri Savola	100	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
84833	BGO Forum League Game - Std 2P S4 D4 G30	17	Grzegorz Pajdo	114	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
84828	BGO Forum League Game - Std 2P S4 D4 G25	20	Marcin Stepniewski	180	Leal Joao	146		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
84827	BGO Forum League Game - Std 2P S4 D4 G24	20	Leal Joao	149	Vítor Pires	123		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
84825	BGO Forum League Game - Std 2P S4 D4 G22	20	Leal Joao	177	Simon Hilton	138		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
84824	BGO Forum League Game - Std 2P S4 D4 G21	19	Leal Joao	143	Petri Piiroinen	135		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
81547	BGO Forum League Game - Std 2P S4 D4 G10	20	Petri Piiroinen	196	Leal Joao	124		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
81546	BGO Forum League Game - Std 2P S4 D4 G9	20	Leal Joao	179	Simon Hilton	105		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
81544	BGO Forum League Game - Std 2P S4 D4 G7	21	Leal Joao	162	Vítor Pires	31		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
81543	BGO Forum League Game - Std 2P S4 D4 G6	19	Leal Joao	110	Marcin Stepniewski	77		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
81538	BGO Forum League Game - Std 2P S4 D4 G1	20	Leal Joao	142	Grzegorz Pajdo	75		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
73202	BGO Forum League Game - Std 2P S3 D0 G88	20	Leal Joao	159	James Hornby	122		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
73197	BGO Forum League Game - Std 2P S3 D0 G83	19	aran warszawski	175	Leal Joao	103		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
73175	BGO Forum League Game - Std 2P S3 D0 G61	20	Leal Joao	186	Haim Hochboim	174		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
73173	BGO Forum League Game - Std 2P S3 D0 G59	21	Leal Joao	314	Vítor Pires	140		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
73170	BGO Forum League Game - Std 2P S3 D0 G56	13	Leal Joao	18	Papa Dude	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
70338	BGO Forum League Game - Std 2P S3 D0 G47	20	Herman Hiddema	133	Leal Joao	109		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
70336	BGO Forum League Game - Std 2P S3 D0 G45	20	Leal Joao	127	Marco Beccari	118		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
70334	BGO Forum League Game - Std 2P S3 D0 G43	19	matias holte	96	Leal Joao	74		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
70324	BGO Forum League Game - Std 2P S3 D0 G33	20	Väistö Pekka	113	Leal Joao	68		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
70320	BGO Forum League Game - Std 2P S3 D0 G29	20	Leal Joao	193	René Goedhart	109		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
68809	Mano-a-mano 24	20	Leal Joao	185	Vítor Pires	114		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
68808	Mano-a-mano 23	20	Leal Joao	178	Vítor Pires	156		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
68807	Mano-a-mano 22	20	Leal Joao	110	Vítor Pires	94		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
68806	Mano-a-mano 21	19	Vítor Pires	162	Leal Joao	149		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
67215	Mano-a-mano 20	17	Vítor Pires	25	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
67170	Mano-a-mano 19	19	Leal Joao	118	Vítor Pires	92		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
62482	Polish Game for 4- one move a day please	21	Greg Meyer	225	Leal Joao	142	David Cunkelman	0	Joe Lux	0	0	0	4	NULL	NULL	NULL	NULL	NULL	old
62479	Play all the games	19	Jeff Clark	184	Leal Joao	118	Nathan Sickler	96		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
60125	Slow one week game 	18	Leal Joao	85	Secret Warrior	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
60124	Steel Cage Death Match #14	20	James Fuqua	118	Leal Joao	114		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
60123	Thomas Game 	20	Thomas T	197	Leal Joao	59		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
60122	Live Game Only	20	Jonas B.	238	Leal Joao	181	Dan1 K	156	Michael Jørgensen	142	0	0	4	NULL	NULL	NULL	NULL	NULL	old
59994	2p	20	Leal Joao	132	Cul Luc	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
58731	Leal Joao's Game	21	Leal Joao	128	chili crab	60		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
58726	Come play a game	19	Eric Krasnauskas	242	charles clairet	208	Jessica Ramey	168	Leal Joao	133	0	0	4	NULL	NULL	NULL	NULL	NULL	old
54633	Leal Joao's Game	21	chili crab	167	Leal Joao	120		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
54632	Leal Joao's Game	1	Leal Joao	0	Mans Akerlund	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
50003	Allan Jacobsen's Game	21	Leal Joao	141	Allan Jacobsen	33		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
49735	Ass kicking game	20	Leal Joao	192	Mauri Sahlberg	122		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
49597	Leal Joao's Game	1	Leal Joao	0	Rui Conde	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
48164	Mano-a-mano 18	19	Vítor Pires	157	Leal Joao	123		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
48162	Mano-a-mano 17	19	Vítor Pires	160	Leal Joao	128		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
48160	Mano-a-mano 16	19	Leal Joao	134	Vítor Pires	89		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
48159	Mano-a-mano 15	19	Leal Joao	139	Vítor Pires	131		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
36143	Miguel e espanhol	19	Leal Joao	94	Miguel Barreiro	62		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
26578	Leal Joao's Game	21	Leal Joao	137	Alexander Schmidt	61		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
20460	Leal Joao's Game	20	Leal Joao	101	Miguel Barreiro	58		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
18914	Mano-a-Mano 14	19	Vítor Pires	121	Leal Joao	83		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
17914	Mano-a-Mano 13	19	Vítor Pires	127	Leal Joao	91		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
17913	Mano-a-Mano 12	20	Vítor Pires	137	Leal Joao	82		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
16379	Leal Joao's Game	20	Leal Joao	92	Jay Avni	81		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
15582	Victor N's Game	20	Victor N	168	Leal Joao	48		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
15353	Leal Joao's Game	19	Victor N	113	Leal Joao	108		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
14881	Mano-a-Mano 11	20	Vítor Pires	205	Leal Joao	186		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
14880	Mano-a-mano 10	19	Leal Joao	156	Vítor Pires	125		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
14879	Desistir neste	3	Leal Joao	0	Vítor Pires	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
14493	Mano-a-Mano 9	19	Leal Joao	101	Vítor Pires	95		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
14349	JJ Series - Part 3	10	Leal Joao	15	Joao Rodrigues	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
14348	JJ Series - Part 2	12	Leal Joao	21	Joao Rodrigues	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
13932	Meeeeeeeeeeee2	6	Leal Joao	4	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
13931	Meeeeeeeeeeee	7	Leal Joao	9	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
13930	JJ Series - part 1	18	Leal Joao	66	Joao Rodrigues	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
13663	enganeime e meti o espanhol em 2 slots...	4	Joao Rodrigues	1	Vítor Pires	0	Miguel Barreiro	0	Leal Joao	0	0	0	4	NULL	NULL	NULL	NULL	NULL	old
13617	pq tive q criar uma conta nova e n sabia nem o user nem a pass :P	3	Vítor Pires	0	Miguel Barreiro	0	Leal Joao	0	Leal Joao	0	0	0	4	NULL	NULL	NULL	NULL	NULL	old
13574	sao3 e ganho eu	17	Leal Joao	142	Vítor Pires	94	Joao Rodrigues	75		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
13573	Ala quatro	20	Leal Joao	213	Miguel Barreiro	196	Vítor Pires	176	Joao Rodrigues	0	0	0	4	NULL	NULL	NULL	NULL	NULL	old
12393	Trio Odemira 3	18	Leal Joao	91	Vítor Pires	78	Miguel Barreiro	76		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
12392	Trio Odemira 2	18	Vítor Pires	193	Miguel Barreiro	192	Leal Joao	184		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
12379	Mano-a-Mano 8	19	Leal Joao	220	Vítor Pires	187		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
12225	Leal Joao's Game	19	Vítor Pires	144	Leal Joao	143		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
11556	Mano-a-Mano 6	19	Leal Joao	97	Vítor Pires	82		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
11555	Mano-a-Mano 5	16	Vítor Pires	93	Leal Joao	0		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
10782	Trio Odemira 1	18	Vítor Pires	134	Miguel Barreiro	120	Leal Joao	62		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
10034	Mano-a-Mano 4	19	Vítor Pires	132	Leal Joao	112		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
10033	Mano-a-Mano 3	20	Vítor Pires	132	Leal Joao	54		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
9717	Through the game	19	Leal Joao	200	David Socias	140	Eloy Munoz	30		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
9350	Mano-a-Mano 2	19	Vítor Pires	129	Leal Joao	111		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
8471	Mano-a-mano	20	Vítor Pires	73	Leal Joao	52		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
8348	Joao - not so fast game	19	Leal Joao	135	DN Jerome-Alexandre Leduc	109	Bill K	0		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
6951	Threesome :P	20	Leal Joao	210	Vítor Pires	187	Kevin Devine	129		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
6950	Gang of Four	20	Vítor Pires	193	Soulless  	174	Leal Joao	159	Keith Walton	148	0	0	4	NULL	NULL	NULL	NULL	NULL	old
6763	Online start to finish	21	Leal Joao	147	Steve Campbell	37		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
6631	Vítor Pires's Game	19	Leal Joao	110	Vítor Pires	58		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
6629	Leal Joao's Game	20	Leal Joao	197	Vítor Pires	129		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
6607	Leal Joao's Game	21	Leal Joao	170	Joao Rodrigues	67		0		0	0	0	2	NULL	NULL	NULL	NULL	NULL	old
6603	dave seidner's game - email notifications on, please	20	Leal Joao	266	Jay Avni	205	dave seidner	171	John Anderson	159	0	0	4	NULL	NULL	NULL	NULL	NULL	old
6601	The Orc's Game	19	John Anderson	217	Leal Joao	171	The Orc	158		0	0	0	3	NULL	NULL	NULL	NULL	NULL	old
7454531	Liga AoJ E05 D02A J04	18	Jorge PPD	124	Diogo  Durão	74	Sergio Ribeiro 	72		0	1	1	3	Diogo  Durão	Sergio Ribeiro 	Jorge PPD	Journal	3	new
7454528	Liga AoJ E05 D02A J01	18	Vítor Baixinho	164	Jorge PPD	160	Sergio Ribeiro 	118		0	1	1	3	Vítor Baixinho	Sergio Ribeiro 	Jorge PPD	Journal	1	new
7454534	Liga AoJ E05 D01 J03	18	Ricardo Biscaia	202	Mário Sousa	176	nogud nogud	172		0	1	1	3	nogud nogud	Ricardo Biscaia	Mário Sousa	Journal	2	new
7454532	Liga AoJ E05 D01 J01	18	Pedro Sequeira	219	nogud nogud	130	Mário Sousa	114		0	1	1	3	Mário Sousa	Pedro Sequeira	nogud nogud	Journal	2	new
7454530	Liga AoJ E05 D02A J03	19	Jorge PPD	239	Vítor Baixinho	235	Diogo  Durão	232		0	1	1	3	Jorge PPD	Diogo  Durão	Vítor Baixinho	Journal	1	new
7454525	Liga AoJ E05 D02B J02	18	Vítor Pires	134	David Rodrigues 	102	Leal Joao	85		0	1	1	3	Vítor Pires	David Rodrigues 	Leal Joao	Journal	1	new
7455257	Liga AoJ E05 D02 1vs1	19	Vítor Baixinho	102	Jorge PPD	98		0		0	1	1	2	Jorge PPD	Vítor Baixinho	Journal	Chat	2	new
7454539	Liga AoJ E05 D03A J02	18	Ariana Pintor	234	Márcio Ferreira	179	Cristovão Neto	152		0	1	1	3	Cristovão Neto	Ariana Pintor	Márcio Ferreira	Journal	2	new
7454538	 Liga AoJ E05 D03A J04	19	Cristovão Neto	274	Luis Baixinho	238	Márcio Ferreira	162		0	1	1	3	Márcio Ferreira	Cristovão Neto	Luis Baixinho	Journal	2	new
7454535	Liga AoJ E05 D01 J04	18	Ricardo Biscaia	155	nogud nogud	139	Pedro Sequeira	135		0	1	1	3	Pedro Sequeira	nogud nogud	Ricardo Biscaia	Journal	3	new
7454533	Liga AoJ E05 D01 J02	18	Ricardo Biscaia	228	Mário Sousa	162	Pedro Sequeira	139		0	1	1	3	Ricardo Biscaia	Mário Sousa	Pedro Sequeira	Journal	1	new
7454527	Liga AoJ E05 D02B J04	17	Vítor Pires	143	Leal Joao	136	Joao Pontes	125		0	1	1	3	Leal Joao	Joao Pontes	Vítor Pires	Journal	3	new
7454523	Liga AoJ E05 D03A J06	20	Carlos Santos	220	Marcos Pires	202	Cristovão Neto	162		0	1	1	3	Marcos Pires	Carlos Santos	Cristovão Neto	Journal	2	new
7454522	Liga AoJ E05 D03A J05	19	Marcos Pires	195	Carlos Santos	159	Márcio Ferreira	120		0	1	1	3	Carlos Santos	Márcio Ferreira	Marcos Pires	Journal	3	new
7454519	Liga AoJ E05 D03A J03	19	Marcos Pires	232	Luis Baixinho	127	Ariana Pintor	120		0	1	1	3	Luis Baixinho	Marcos Pires	Ariana Pintor	Journal	2	new
7454518	Liga AoJ E05 D03A J01	18	Carlos Santos	147	Ariana Pintor	142	Luis Baixinho	140		0	1	1	3	Ariana Pintor	Luis Baixinho	Carlos Santos	Journal	3	new
7464395	Liga AoJ E08 D01 J08	17	Ricardo Biscaia	163	Pedro Sequeira	156	Diogo  Durão	137		0	1	1	3	Diogo  Durão	Ricardo Biscaia	Pedro Sequeira	Journal	2	new
7464394	Liga AoJ E08 D01 J07	17	Ricardo Biscaia	126	Diogo  Durão	92	nogud nogud	83		0	1	1	3	Ricardo Biscaia	Diogo  Durão	nogud nogud	Journal	1	new
7464393	Liga AoJ E08 D01 J06	17	Pedro Sequeira	158	nogud nogud	139	Ricardo Biscaia	123		0	1	1	3	nogud nogud	Pedro Sequeira	Ricardo Biscaia	Journal	2	new
7464392	Liga AoJ E08 D01 J05	17	Pedro Sequeira	160	nogud nogud	110	Diogo  Durão	68		0	1	1	3	Pedro Sequeira	nogud nogud	Diogo  Durão	Journal	1	new
7464391	Liga AoJ E08 D02 J09	20	Luis Baixinho	255	Cristovão Neto	183	Carlos Santos	142		0	1	1	3	Carlos Santos	Cristovão Neto	Luis Baixinho	Journal	3	new
7464390	Liga AoJ E08 D02 J08	20	Vítor Baixinho	219	Carlos Santos	213	Gonçalo Moura	199		0	1	1	3	Vítor Baixinho	Gonçalo Moura	Carlos Santos	Journal	1	new
7464389	Liga AoJ E08 D02 J07	19	Vítor Pires	181	Eduardo Cruz	156	Mário Sousa	115		0	1	1	3	Mário Sousa	Vítor Pires	Eduardo Cruz	Journal	2	new
7464388	Liga AoJ E08 D02 J06	19	Leal Joao	120	Cristovão Neto	87	Luis Baixinho	74		0	1	1	3	Cristovão Neto	Luis Baixinho	Leal Joao	Journal	3	new
7464387	Liga AoJ E08 D02 J10	19	Gonçalo Moura	199	Carlos Santos	153	Mário Sousa	147		0	1	1	3	Carlos Santos	Mário Sousa	Gonçalo Moura	Journal	3	new
7464386	Liga AoJ E08 D02 J04	19	Luis Baixinho	177	Vítor Pires	150	Vítor Baixinho	120		0	1	1	3	Vítor Pires	Vítor Baixinho	Luis Baixinho	Journal	3	new
7464385	Liga AoJ E08 D02 J03	18	Eduardo Cruz	118	Gonçalo Moura	114	Vítor Pires	70		0	1	1	3	Gonçalo Moura	Eduardo Cruz	Vítor Pires	Journal	2	new
7464384	Liga AoJ E08 D02 J02	18	Mário Sousa	164	Vítor Baixinho	162	Leal Joao	95		0	1	1	3	Leal Joao	Mário Sousa	Vítor Baixinho	Journal	2	new
7463397	Liga AoJ E08 D02 J09	20	Vítor Baixinho	182	Cristovão Neto	122	Eduardo Cruz	107		0	1	1	3	Cristovão Neto	Vítor Baixinho	Eduardo Cruz	Journal	2	new
7463396	Liga AoJ E08 D02 J08	18	Mário Sousa	136	Leal Joao	115	Gonçalo Moura	85		0	1	1	3	Mário Sousa	Leal Joao	Gonçalo Moura	Journal	1	new
7463395	Liga AoJ E08 D02 J07	19	Mário Sousa	243	Luis Baixinho	182	Eduardo Cruz	140		0	1	1	3	Luis Baixinho	Eduardo Cruz	Mário Sousa	Journal	3	new
7463394	Liga AoJ E08 D02 J06	19	Vítor Baixinho	149	Gonçalo Moura	136	Cristovão Neto	65		0	1	1	3	Vítor Baixinho	Gonçalo Moura	Cristovão Neto	Journal	1	new
7463393	Liga AoJ E08 D02 J05	19	Vítor Baixinho	169	Carlos Santos	142	Eduardo Cruz	117		0	1	1	3	Eduardo Cruz	Carlos Santos	Vítor Baixinho	Journal	3	new
7463392	Liga AoJ E08 D02 J04	19	Vítor Pires	235	Carlos Santos	189	Luis Baixinho	130		0	1	1	3	Luis Baixinho	Carlos Santos	Vítor Pires	Journal	3	new
7463391	Liga AoJ E08 D02 J03	18	Mário Sousa	123	Vítor Pires	116	Cristovão Neto	59		0	1	1	3	Vítor Pires	Cristovão Neto	Mário Sousa	Journal	3	new
7463390	Liga AoJ E08 D02 J02	18	Gonçalo Moura	192	Luis Baixinho	192	Leal Joao	175		0	1	1	3	Gonçalo Moura	Luis Baixinho	Leal Joao	Journal	1	new
7463389	Liga AoJ E08 D02 J01	18	Vítor Pires	174	Leal Joao	172	Carlos Santos	117		0	1	1	3	Leal Joao	Vítor Pires	Carlos Santos	Journal	2	new
7463388	Liga AoJ E08 D01 J04	17	Ricardo Biscaia	208	Pedro Sequeira	197	Diogo  Durão	169		0	1	1	3	Pedro Sequeira	Ricardo Biscaia	Diogo  Durão	Journal	2	new
7463387	Liga AoJ E08 D01 J03	18	Diogo  Durão	217	Ricardo Biscaia	212	nogud nogud	208		0	1	1	3	nogud nogud	Diogo  Durão	Ricardo Biscaia	Journal	2	new
7463386	Liga AoJ E08 D01 J02	17	Pedro Sequeira	124	Ricardo Biscaia	95	nogud nogud	92		0	1	1	3	Ricardo Biscaia	Pedro Sequeira	nogud nogud	Journal	2	new
7463385	Liga AoJ E08 D01 J01	18	Pedro Sequeira	199	nogud nogud	152	Diogo  Durão	142		0	1	1	3	Diogo  Durão	nogud nogud	Pedro Sequeira	Journal	3	new
7459501	Liga AoJ E07 D03 J05	19	Eduardo Cruz	257	Luis Baixinho	233	Ariana Pintor	218		0	1	1	3	Ariana Pintor	Luis Baixinho	Eduardo Cruz	Journal	3	new
7459500	Liga AoJ E07 D03 J04	20	Eduardo Cruz	297	Luis Baixinho	247	Cristovão Neto	153		0	1	1	3	Cristovão Neto	Eduardo Cruz	Luis Baixinho	Journal	2	new
7459499	Liga AoJ E07 D03 J03	18	Luis Baixinho	198	Carlos Santos	165	Cristovão Neto	138		0	1	1	3	Luis Baixinho	Cristovão Neto	Carlos Santos	Journal	1	new
7459498	Liga AoJ E07 D03 J02	18	Ariana Pintor	202	Eduardo Cruz	199	Carlos Santos	131		0	1	1	3	Eduardo Cruz	Carlos Santos	Ariana Pintor	Journal	3	new
7459497	Liga AoJ E07 D03 J01	19	Cristovão Neto	191	Ariana Pintor	156	Carlos Santos	139		0	1	1	3	Carlos Santos	Ariana Pintor	Cristovão Neto	Journal	3	new
7459496	Liga AoJ E07 D02B J04	18	nogud nogud	198	Gonçalo Moura	132	Marcos Pires	125		0	1	1	3	Marcos Pires	Gonçalo Moura	nogud nogud	Journal	3	new
7459495	Liga AoJ E07 D02B J03	18	nogud nogud	183	Gonçalo Moura	144	Vítor Baixinho	107		0	1	1	3	Vítor Baixinho	nogud nogud	Gonçalo Moura	Journal	2	new
7459494	Liga AoJ E07 D02B J02	18	Vítor Baixinho	151	Gonçalo Moura	143	Marcos Pires	94		0	1	1	3	Gonçalo Moura	Marcos Pires	Vítor Baixinho	Journal	3	new
7459493	Liga AoJ E07 D02B J01	17	nogud nogud	216	Vítor Baixinho	196	Marcos Pires	182		0	1	1	3	nogud nogud	Vítor Baixinho	Marcos Pires	Journal	1	new
7459491	Liga AoJ E07 D02A J03	18	Diogo  Durão	133	Vítor Pires	121	Sergio Ribeiro 	84		0	1	1	3	Vítor Pires	Sergio Ribeiro 	Diogo  Durão	Journal	3	new
7459488	Liga AoJ E07 D01 J04	18	Ricardo Biscaia	247	Leal Joao	219	Mário Sousa	167		0	1	1	3	Leal Joao	Ricardo Biscaia	Mário Sousa	Journal	2	new
